,gender,current_country,cc_status,education_level,age_groups,smoking_status,level of drinking_status,level of bmi,countries_visited,continent_of_birth,hash,postcode_split
946,M,United Kingdom,0,secondary,40-50,intermediate smokers,moderate,overweight,19-34,Europe,c8e3daffcfd8802bccc5ded945440bee7c5b2026,KW1
947,F,United Kingdom,0,primary,40-50,heavy smokers,low,overweight,2-18,Europe,2b7fbafe262efad59eee31dca26588268509de14,E4W
948,M,United Kingdom,0,bachelor,30-40,heavy smokers,low,overweight,19-34,Africa,378f13638ff56f2797e950ab1f6ee21e49286f5a,IP4V
949,M,United Kingdom,0,bachelor,50-60,intermediate smokers,moderate,healthy,2-18,Europe,b2c5fcaa1a7bc64c20754011066634c6919b731d,L36
950,M,United Kingdom,0,other,30-40,heavy smokers,low,underweight,19-34,Africa,486a726412ca186f806f575b217ed98623cd4ef6,E8K
951,M,United Kingdom,0,bachelor,60-70,intermediate smokers,moderate,healthy,35-50,Europe,62bed213c76cbf58a1174bc71c6c7e5e05a286d6,DE8
952,F,United Kingdom,0,phD,40-50,heavy smokers,moderate,overweight,35-50,Europe,40979fee98b01baf6c1d5e5092c90e42eb09ebd4,E1T
953,F,United Kingdom,0,secondary,40-50,intermediate smokers,moderate,overweight,35-50,North America,1ee01801141e35a52b60d780772784cc2447649d,TR9M
954,F,United Kingdom,0,phD,60-70,intermediate smokers,low,overweight,2-18,North America,15776f7f6d0e885029e5596994acbe038bf7b8fe,DA6E
955,F,United Kingdom,0,bachelor,20-30,heavy smokers,low,overweight,19-34,Europe,64c6c44eadf9545b53efd9a3a867b3f6059438be,WD10
956,F,United Kingdom,0,other,50-60,heavy smokers,moderate,healthy,2-18,North America,3d97709817edc021be4f34c95fc80328c8e9e942,W98
957,F,United Kingdom,0,bachelor,20-30,heavy smokers,low,overweight,19-34,Oceania,575d0af9feb987f556c3b8771666c6897768e739,B75
958,M,United Kingdom,0,bachelor,60-70,heavy smokers,high,underweight,19-34,Asia,65b4b80adcb135a2d6f36aedcdefa1163b933917,HS89
959,M,United Kingdom,1,phD,50-60,light smokers,low,overweight,19-34,Antarctica,0570ecee9ace2e302f0468e10a3b68d1c46ecfcb,MK1W
960,M,United Kingdom,0,bachelor,20-30,heavy smokers,low,overweight,35-50,Africa,f41963ca13f887562baec803e49d574bbf0d62f1,M5B
961,M,United Kingdom,0,phD,60-70,intermediate smokers,low,underweight,2-18,Europe,2fcdcfd59b594d1a75250e5545f523900a95da40,SA9E
962,F,United Kingdom,0,primary,40-50,heavy smokers,high,overweight,2-18,Asia,796acdc815c35ae49cdf64fe00bd92928bfc9fd3,WS6
963,F,United Kingdom,0,other,40-50,heavy smokers,low,healthy,19-34,Asia,de3c29750b218d2011cdd65b867a0f061b56c4e2,BS70
964,M,United Kingdom,1,secondary,40-50,heavy smokers,low,healthy,19-34,Oceania,7f5dcb84d8fe70ac5ca0aa5e2fa2c11fe85c36cc,RG4
965,M,United Kingdom,0,secondary,30-40,intermediate smokers,moderate,underweight,19-34,Europe,750b389d87a5e6aa6ba8a0cfce8dc1b08b8233c9,W1W
966,M,United Kingdom,0,other,60-70,heavy smokers,high,overweight,35-50,Asia,10dce3dad93ad2497d8e037dcd5a88ad8dc6887c,S40
967,F,United Kingdom,0,bachelor,60-70,heavy smokers,low,overweight,35-50,Africa,cbf20c38f2817e53504e192a1676dd4e0380b861,MK95
968,F,United Kingdom,0,secondary,50-60,heavy smokers,low,overweight,35-50,Europe,b3603523755b2848497f02ce5f7aea1a3b6b22b2,B2E
969,M,United Kingdom,0,phD,60-70,intermediate smokers,high,underweight,35-50,Asia,f63b0ec846cf95cd6164d0288bc84b3a54bce929,S8
970,M,United Kingdom,0,other,30-40,intermediate smokers,high,overweight,35-50,North America,62fd51d234cef8b9579bab58166b3349d5c06d97,E39
971,F,United Kingdom,0,secondary,60-70,heavy smokers,moderate,overweight,2-18,Oceania,b8d0d7ece91a74f995bf90368e64962f77d19897,W8
972,F,United Kingdom,0,bachelor,40-50,heavy smokers,moderate,healthy,19-34,Asia,89b36f06c590a4f33e654141535c7e98e5ef2356,TN04
973,M,United Kingdom,0,secondary,40-50,heavy smokers,high,overweight,2-18,North America,cd563393cc0fecd617f295e0c77d3cc457cf5e95,CV1
974,M,United Kingdom,0,secondary,60-70,heavy smokers,low,underweight,2-18,Asia,0b91bed3c5d9816061d7ca5e7a19b1a6115b1321,W49
975,F,United Kingdom,0,secondary,40-50,intermediate smokers,moderate,underweight,2-18,Asia,acd9136f629f5f14f065861a0d20ebbe2e47600c,RG9B
976,M,United Kingdom,0,phD,50-60,intermediate smokers,low,underweight,2-18,Africa,af665c7858940db2bbf0c519c939ca2b97534b64,DL0M
977,F,United Kingdom,0,bachelor,20-30,light smokers,high,underweight,2-18,Europe,9ade369d7eec8e41629cbf881cc1d76fe6f5a126,L59
978,M,United Kingdom,0,phD,30-40,heavy smokers,low,underweight,19-34,Asia,8bc413041b2581bccd87f646842a0111facd2887,SW6R
979,F,United Kingdom,0,bachelor,40-50,heavy smokers,high,healthy,19-34,Oceania,76c6d81d03a266c424e9760a6b91babf240299f5,CB9P
980,M,United Kingdom,0,secondary,60-70,heavy smokers,high,underweight,2-18,Oceania,874811c338b4d923d5eb3411b95a15524ab27106,IV1
981,M,United Kingdom,0,secondary,40-50,light smokers,moderate,overweight,2-18,Europe,3565053995574131cf259b5c11695e1c9df11fc3,PL8
982,F,United Kingdom,0,secondary,30-40,heavy smokers,high,underweight,35-50,Asia,04b946b93d3efb32ddc737fd738fb2950c914579,WA4
983,F,United Kingdom,0,bachelor,20-30,light smokers,high,overweight,35-50,Oceania,1b79fee2f82191d46d301b3bb691253b7d023de9,DA2
984,M,United Kingdom,0,other,50-60,intermediate smokers,low,underweight,35-50,Africa,8c41f5629218184aaf0f23a47c2d41d7deeb4168,E3F
985,M,United Kingdom,0,secondary,40-50,heavy smokers,low,underweight,35-50,Oceania,aa0dfc1d62a59bdb79f6176345ae026da0746652,LN88
986,M,United Kingdom,0,secondary,60-70,heavy smokers,high,underweight,35-50,Asia,ac61f3af6e6d41ba9a52bc0b12ac5a0a61263910,CV26
987,F,United Kingdom,0,bachelor,60-70,heavy smokers,low,underweight,35-50,Europe,b915bbd8c5100f1b83a75df11d46398be94267ee,NR7R
988,F,United Kingdom,0,secondary,40-50,heavy smokers,low,overweight,2-18,Oceania,46a01f145818f380fd256bcc2e2bd1b2824a2f89,WR8
989,F,United Kingdom,0,secondary,20-30,intermediate smokers,high,healthy,19-34,Asia,d83244f26f68de80dac0f9c3791d7d95a8879721,S7E
990,F,United Kingdom,0,secondary,20-30,heavy smokers,low,healthy,19-34,North America,002e8f8bdcdc5081a6efb2e238a916f1b194be4c,PL0M
991,F,United Kingdom,0,secondary,30-40,heavy smokers,low,overweight,2-18,Europe,9507b0103e5b7c0433428aa8547cecdca8307e00,SO8R
992,F,United Kingdom,0,other,20-30,intermediate smokers,moderate,overweight,2-18,North America,cb964ef851af0478a0288080629e5e8a76fe710b,E6
993,M,United Kingdom,1,secondary,50-60,intermediate smokers,low,healthy,2-18,Oceania,634ac55398148d2093fb4e584b12a13342a23b15,OX8H
994,M,United Kingdom,0,secondary,50-60,heavy smokers,high,overweight,2-18,North America,7c134340d3b1eea33eaf963568b48110d3bd8eef,BN2P
995,M,United Kingdom,0,secondary,50-60,heavy smokers,low,healthy,19-34,Asia,015050f69df7135cbe5cb3427c41eb178f6fdb7d,SA92
996,M,United Kingdom,0,other,<20,heavy smokers,high,underweight,35-50,Europe,94bca1d8bcedf8f529f9322d21555e92bb8381c6,TS27
997,F,United Kingdom,0,secondary,60-70,intermediate smokers,low,healthy,35-50,Africa,03934ab5878c36c1091d02898e67083076ffe0c8,G89
998,F,United Kingdom,0,bachelor,50-60,heavy smokers,moderate,overweight,35-50,Europe,5bd3ff32ba7738e9e105d0a7fda1f2026113811f,CT5B
999,M,United Kingdom,0,masters,60-70,light smokers,low,overweight,35-50,North America,37317ef2671401ab339cf4afa94dd8dc374040bc,SR56
